CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
2756,100061059202602756,202602756,2024-08-06,552,1059,1,2,20,30,3,46,2024-08-04 06:04:44,2024-08-04 08:04:44,2024-08-06 06:04:44,15.342195,75.167579,The accused posed as a real estate agent and collected ₹264708 as advance for a site. Later it was found the documents were forged.
2757,100011003202602757,202602757,2025-09-20,459,1003,1,1,14,64,2,8,2025-09-18 18:36:02,2025-09-20 18:36:02,2025-09-20 18:36:02,13.019566,77.623765,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹167608 and cash were stolen.
2758,100011008202602758,202602758,2025-05-11,786,1008,1,1,2,65,3,43,2025-05-02 07:22:01,2025-05-03 13:22:01,2025-05-11 07:22:01,12.988161,77.61565,"Fraudster contacted the victim from +918710566582 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹33986 was debited from their SBI account."
2759,100031024202602759,202602759,2026-02-07,741,1024,3,2,16,19,3,28,2026-02-01 17:07:39,2026-02-03 09:07:39,2026-02-07 17:07:39,12.226593,76.602622,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹132686 and cash were stolen.
2760,100031033202602760,202602760,2025-07-30,286,1033,1,2,3,100,2,9,2025-07-23 06:18:50,2025-07-24 11:18:50,2025-07-30 06:18:50,12.38332,76.688568,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1603486 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
2761,100041039202602761,202602761,2025-08-25,329,1039,3,1,15,73,3,36,2025-08-16 22:24:34,2025-08-17 20:24:34,2025-08-25 22:24:34,12.999122,74.859025,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2762,100141114202602762,202602762,2025-03-24,805,1114,1,2,7,73,2,3,2025-03-23 14:42:03,2025-03-24 18:42:03,2025-03-24 14:42:03,12.439619,76.848637,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2763,100181142202602763,202602763,2025-07-31,226,1142,1,2,14,57,4,11,2025-07-24 20:22:52,2025-07-26 06:22:52,2025-07-31 20:22:52,14.833285,74.754935,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2764,100011007202602764,202602764,2025-10-23,903,1007,1,2,8,95,1,49,2025-10-17 02:16:49,2025-10-18 07:16:49,2025-10-23 02:16:49,12.858744,77.530332,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹158465 and cash were stolen.
2765,100151123202602765,202602765,2024-06-05,112,1123,1,2,10,6,2,12,2024-06-02 02:17:45,2024-06-03 01:17:45,2024-06-05 02:17:45,12.403159,75.911943,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2766,100011014202602766,202602766,2026-04-08,254,1014,1,2,7,44,3,32,2026-03-30 06:53:26,2026-03-31 11:53:26,2026-04-08 06:53:26,12.890237,77.496531,The accused posed as a real estate agent and collected ₹873207 as advance for a site. Later it was found the documents were forged.
2767,100031029202602767,202602767,2026-01-04,908,1029,3,1,15,95,1,49,2025-12-29 04:57:21,2025-12-29 08:57:21,2026-01-04 04:57:21,12.231084,76.671342,The accused posed as a real estate agent and collected ₹148722 as advance for a site. Later it was found the documents were forged.
2768,100011004202602768,202602768,2024-06-30,491,1004,1,2,14,12,1,15,2024-06-24 15:56:29,2024-06-26 08:56:29,2024-06-30 15:56:29,13.050956,77.496743,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹53611 and cash were stolen.
2769,100061052202602769,202602769,2025-03-03,667,1052,3,2,19,18,2,9,2025-03-02 23:06:28,2025-03-04 17:06:28,2025-03-03 23:06:28,15.395294,75.113078,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹221548 and cash were stolen.
2770,100051044202602770,202602770,2025-09-22,347,1044,3,2,11,56,2,42,2025-09-17 21:54:40,2025-09-19 13:54:40,2025-09-22 21:54:40,15.952035,74.506876,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
2771,100011012202602771,202602771,2026-02-25,243,1012,1,1,6,39,1,24,2026-02-20 08:50:49,2026-02-21 16:50:49,2026-02-25 08:50:49,12.956463,77.514707,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2772,100011009202602772,202602772,2024-05-31,378,1009,1,2,20,81,3,46,2024-05-28 02:48:47,2024-05-28 19:48:47,2024-05-31 02:48:47,12.916647,77.60129,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2773,100011012202602773,202602773,2025-01-19,379,1012,1,1,18,98,4,35,2025-01-10 22:05:00,2025-01-11 00:05:00,2025-01-19 22:05:00,12.950467,77.534881,The accused posed as a real estate agent and collected ₹136928 as advance for a site. Later it was found the documents were forged.
2774,100161129202602774,202602774,2026-02-09,693,1129,1,2,17,58,3,14,2026-02-08 05:19:50,2026-02-09 18:19:50,2026-02-09 05:19:50,11.879785,76.991133,The accused posed as a real estate agent and collected ₹983078 as advance for a site. Later it was found the documents were forged.
2775,100011014202602775,202602775,2024-01-22,328,1014,1,2,1,30,2,41,2024-01-13 14:39:46,2024-01-13 21:39:46,2024-01-22 14:39:46,12.890192,77.498571,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2776,100041040202602776,202602776,2024-06-17,478,1040,1,2,15,30,4,8,2024-06-10 16:13:31,2024-06-11 02:13:31,2024-06-17 16:13:31,12.850913,74.787512,The accused posed as a real estate agent and collected ₹676209 as advance for a site. Later it was found the documents were forged.
2777,100011006202602777,202602777,2024-12-06,610,1006,1,2,19,40,3,32,2024-11-26 06:15:04,2024-11-27 05:15:04,2024-12-06 06:15:04,12.919068,77.593768,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹155495 and cash were stolen.
2778,100011001202602778,202602778,2026-05-12,196,1001,1,1,14,5,1,18,2026-05-06 17:48:20,2026-05-08 01:48:20,2026-05-12 17:48:20,13.004161,77.497656,"Fraudster contacted the victim from +918526766690 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹38135 was debited from their SBI account."
2779,100011014202602779,202602779,2024-05-08,478,1014,3,2,6,56,3,17,2024-05-03 03:18:05,2024-05-03 10:18:05,2024-05-08 03:18:05,12.900949,77.511855,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹288087 and cash were stolen.
2780,100011006202602780,202602780,2026-02-16,188,1006,1,2,19,15,3,15,2026-02-10 01:45:10,2026-02-10 18:45:10,2026-02-16 01:45:10,12.901065,77.611788,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2781,100261195202602781,202602781,2025-12-20,352,1195,1,1,20,51,2,21,2025-12-16 02:25:59,2025-12-17 07:25:59,2025-12-20 02:25:59,16.237631,75.662384,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹182640 and cash were stolen.
2782,100111094202602782,202602782,2024-09-26,367,1094,3,1,9,1,2,11,2024-09-21 16:59:42,2024-09-22 20:59:42,2024-09-26 16:59:42,14.028861,75.464219,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2783,100031025202602783,202602783,2024-10-22,256,1025,1,2,3,27,1,35,2024-10-15 16:12:37,2024-10-17 15:12:37,2024-10-22 16:12:37,12.309134,76.606495,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹124033 and cash were stolen.
2784,100011002202602784,202602784,2025-07-13,987,1002,1,1,16,44,4,1,2025-07-07 08:57:06,2025-07-07 18:57:06,2025-07-13 08:57:06,12.906962,77.545923,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹270847 and cash were stolen.
2785,100011015202602785,202602785,2026-04-20,260,1015,1,2,16,10,1,10,2026-04-19 16:10:50,2026-04-20 21:10:50,2026-04-20 16:10:50,13.023569,77.631535,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2786,100011004202602786,202602786,2025-04-21,262,1004,3,2,15,32,1,16,2025-04-14 16:18:38,2025-04-15 23:18:38,2025-04-21 16:18:38,13.054768,77.511537,"Fraudster contacted the victim from +918361388464 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹48029 was debited from their SBI account."
2787,100011007202602787,202602787,2024-07-13,694,1007,1,2,10,98,4,25,2024-07-04 18:17:21,2024-07-05 02:17:21,2024-07-13 18:17:21,12.885747,77.531927,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹290095 and cash were stolen.
2788,100041041202602788,202602788,2025-12-12,600,1041,1,2,12,82,3,32,2025-12-08 04:11:13,2025-12-09 07:11:13,2025-12-12 04:11:13,12.912416,74.811555,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2789,100011014202602789,202602789,2025-09-18,532,1014,3,2,15,83,1,33,2025-09-11 11:36:02,2025-09-13 05:36:02,2025-09-18 11:36:02,12.898522,77.518085,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹118323 and cash were stolen.
2790,100011003202602790,202602790,2024-02-19,409,1003,3,2,2,27,2,36,2024-02-13 07:40:22,2024-02-13 23:40:22,2024-02-19 07:40:22,13.027421,77.641021,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹308877 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
2791,100071065202602791,202602791,2024-10-21,261,1065,1,1,8,55,2,9,2024-10-12 05:46:34,2024-10-12 06:46:34,2024-10-21 05:46:34,17.436746,76.760555,"Fraudster contacted the victim from +918316259067 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹48564 was debited from their SBI account."
2792,100041035202602792,202602792,2024-12-10,893,1035,3,2,8,73,1,31,2024-12-04 23:48:01,2024-12-05 17:48:01,2024-12-10 23:48:01,12.886695,74.814132,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2793,100041035202602793,202602793,2025-07-12,112,1035,1,2,17,54,1,12,2025-07-05 10:21:58,2025-07-06 14:21:58,2025-07-12 10:21:58,12.867595,74.793011,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2794,100011007202602794,202602794,2025-07-02,754,1007,1,1,20,17,3,10,2025-06-24 16:51:31,2025-06-26 04:51:31,2025-07-02 16:51:31,12.873323,77.553922,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹129426 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
2795,100261191202602795,202602795,2024-06-11,144,1191,4,2,14,17,2,5,2024-06-07 17:56:18,2024-06-08 15:56:18,2024-06-11 17:56:18,16.265285,75.774601,The accused posed as a real estate agent and collected ₹676991 as advance for a site. Later it was found the documents were forged.
2796,100011005202602796,202602796,2024-02-21,138,1005,1,2,19,79,3,31,2024-02-12 12:30:40,2024-02-12 17:30:40,2024-02-21 12:30:40,12.971584,77.500416,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1820734 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
2797,100061054202602797,202602797,2025-10-18,928,1054,4,1,6,15,2,19,2025-10-11 13:36:04,2025-10-13 01:36:04,2025-10-18 13:36:04,15.283746,75.10592,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2798,100011004202602798,202602798,2026-01-01,299,1004,1,2,20,2,3,39,2025-12-22 17:48:17,2025-12-22 19:48:17,2026-01-01 17:48:17,13.032193,77.519424,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2799,100231172202602799,202602799,2024-02-10,281,1172,1,2,10,64,1,19,2024-02-09 15:32:36,2024-02-11 08:32:36,2024-02-10 15:32:36,16.850067,77.197976,"During a raid, police apprehended a suspect carrying 274 grams of MDMA intended for distribution among college students."
2800,100031029202602800,202602800,2025-11-28,438,1029,1,1,6,20,2,39,2025-11-19 07:36:27,2025-11-19 15:36:27,2025-11-28 07:36:27,12.231398,76.686411,The accused posed as a real estate agent and collected ₹851060 as advance for a site. Later it was found the documents were forged.
2801,100151122202602801,202602801,2024-09-25,800,1122,1,1,10,63,2,50,2024-09-21 14:57:08,2024-09-23 02:57:08,2024-09-25 14:57:08,12.419253,75.86763,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1456394 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
2802,100221167202602802,202602802,2024-12-30,854,1167,1,2,9,97,1,28,2024-12-20 15:09:43,2024-12-21 03:09:43,2024-12-30 15:09:43,13.064312,78.053806,The accused posed as a real estate agent and collected ₹521337 as advance for a site. Later it was found the documents were forged.
2803,100011007202602803,202602803,2026-03-23,469,1007,1,2,2,2,2,48,2026-03-14 19:49:56,2026-03-16 03:49:56,2026-03-23 19:49:56,12.88289,77.540301,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹803875 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
2804,100031031202602804,202602804,2024-02-18,701,1031,1,1,17,1,3,19,2024-02-14 16:45:55,2024-02-15 16:45:55,2024-02-18 16:45:55,12.402975,76.652023,The accused posed as a real estate agent and collected ₹156845 as advance for a site. Later it was found the documents were forged.
2805,100011004202602805,202602805,2024-06-19,131,1004,1,1,3,80,1,44,2024-06-14 20:46:20,2024-06-15 22:46:20,2024-06-19 20:46:20,13.045026,77.508813,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2806,100011015202602806,202602806,2024-11-20,179,1015,4,2,13,96,1,18,2024-11-10 08:40:13,2024-11-10 22:40:13,2024-11-20 08:40:13,13.055067,77.612736,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹51870 and cash were stolen.
2807,100011007202602807,202602807,2025-09-11,207,1007,1,1,1,9,2,31,2025-09-08 05:10:37,2025-09-08 18:10:37,2025-09-11 05:10:37,12.865976,77.519047,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2808,100011008202602808,202602808,2024-07-07,752,1008,1,1,19,47,3,2,2024-06-27 02:02:14,2024-06-28 21:02:14,2024-07-07 02:02:14,12.993381,77.602192,The accused posed as a real estate agent and collected ₹710357 as advance for a site. Later it was found the documents were forged.
2809,100041043202602809,202602809,2024-01-19,712,1043,1,1,12,12,2,31,2024-01-15 01:01:24,2024-01-16 01:01:24,2024-01-19 01:01:24,12.891619,74.812208,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹916269 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
2810,100161127202602810,202602810,2025-07-15,200,1127,1,2,2,51,4,27,2025-07-08 14:06:46,2025-07-09 21:06:46,2025-07-15 14:06:46,12.006619,76.992844,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹135728 to clear their name.
2811,100011007202602811,202602811,2024-02-03,582,1007,1,1,3,64,1,22,2024-02-02 17:06:47,2024-02-03 17:06:47,2024-02-03 17:06:47,12.87156,77.532198,"Fraudster contacted the victim from +918041322270 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹17666 was debited from their SBI account."
2812,100011003202602812,202602812,2026-02-09,503,1003,3,2,4,41,2,34,2026-02-03 11:51:03,2026-02-03 22:51:03,2026-02-09 11:51:03,13.023856,77.634665,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
2813,100031032202602813,202602813,2026-03-25,986,1032,1,2,4,12,1,5,2026-03-23 04:08:39,2026-03-24 01:08:39,2026-03-25 04:08:39,12.315758,76.672365,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2814,100011012202602814,202602814,2025-02-12,308,1012,3,2,15,10,2,48,2025-02-10 16:52:09,2025-02-12 12:52:09,2025-02-12 16:52:09,12.93968,77.545456,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1521610 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
2815,100031028202602815,202602815,2024-05-23,154,1028,1,2,18,46,4,31,2024-05-17 13:13:30,2024-05-19 07:13:30,2024-05-23 13:13:30,12.342289,76.668522,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2816,100111092202602816,202602816,2024-10-25,129,1092,1,2,13,14,3,14,2024-10-23 08:22:28,2024-10-24 14:22:28,2024-10-25 08:22:28,13.826223,75.604155,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹284037 and cash were stolen.
2817,100061052202602817,202602817,2024-06-25,266,1052,1,2,1,32,2,21,2024-06-23 02:11:19,2024-06-24 08:11:19,2024-06-25 02:11:19,15.389571,75.12026,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹246944 to clear their name.
2818,100031030202602818,202602818,2025-07-09,976,1030,1,1,5,100,3,26,2025-07-03 14:23:04,2025-07-04 09:23:04,2025-07-09 14:23:04,12.225356,76.59578,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2819,100101090202602819,202602819,2025-11-10,276,1090,1,2,10,85,1,46,2025-11-05 22:09:53,2025-11-07 19:09:53,2025-11-10 22:09:53,14.420751,75.879412,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2820,100301217202602820,202602820,2024-07-08,229,1217,1,2,8,8,1,42,2024-06-29 16:23:27,2024-06-30 02:23:27,2024-07-08 16:23:27,15.496501,75.094787,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹174001 and cash were stolen.
2821,100031028202602821,202602821,2024-07-15,200,1028,1,2,11,79,1,10,2024-07-05 04:39:17,2024-07-06 03:39:17,2024-07-15 04:39:17,12.337271,76.658135,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2822,100011015202602822,202602822,2025-10-18,543,1015,1,1,9,75,1,21,2025-10-14 10:31:53,2025-10-14 17:31:53,2025-10-18 10:31:53,13.023684,77.625488,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹88499 and cash were stolen.
2823,100011001202602823,202602823,2025-05-17,757,1001,1,2,10,83,4,28,2025-05-15 15:52:47,2025-05-16 06:52:47,2025-05-17 15:52:47,12.983621,77.507243,The accused posed as a real estate agent and collected ₹401982 as advance for a site. Later it was found the documents were forged.
2824,100111098202602824,202602824,2025-01-11,538,1098,1,2,19,88,1,48,2025-01-03 02:07:28,2025-01-04 13:07:28,2025-01-11 02:07:28,13.968719,75.599004,The accused posed as a real estate agent and collected ₹893682 as advance for a site. Later it was found the documents were forged.
2825,100011012202602825,202602825,2025-08-06,390,1012,1,2,16,40,2,32,2025-08-01 16:38:09,2025-08-03 09:38:09,2025-08-06 16:38:09,12.928747,77.506244,"Fraudster contacted the victim from +918710566582 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹39530 was debited from their SBI account."
2826,100011005202602826,202602826,2024-12-12,890,1005,1,2,12,20,1,24,2024-12-05 06:11:02,2024-12-06 15:11:02,2024-12-12 06:11:02,12.970246,77.499311,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹221187 and cash were stolen.
2827,100191146202602827,202602827,2026-01-21,218,1146,1,2,17,42,2,40,2026-01-19 09:10:05,2026-01-21 09:10:05,2026-01-21 09:10:05,12.878412,75.09418,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2828,100011010202602828,202602828,2025-11-26,713,1010,1,2,12,62,3,37,2025-11-20 11:02:25,2025-11-20 14:02:25,2025-11-26 11:02:25,13.042996,77.490239,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹54679 and cash were stolen.
2829,100011002202602829,202602829,2026-04-04,750,1002,1,2,6,37,3,5,2026-03-25 07:36:15,2026-03-26 22:36:15,2026-04-04 07:36:15,12.912739,77.535171,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹241344 and cash were stolen.
2830,100031025202602830,202602830,2024-05-20,857,1025,1,2,16,66,3,42,2024-05-13 09:48:37,2024-05-13 21:48:37,2024-05-20 09:48:37,12.33741,76.593775,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2831,100231175202602831,202602831,2024-02-10,253,1175,1,2,4,59,3,38,2024-02-08 06:43:55,2024-02-08 14:43:55,2024-02-10 06:43:55,16.845772,77.142374,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2832,100011003202602832,202602832,2026-05-11,825,1003,1,2,7,67,1,23,2026-05-10 05:54:12,2026-05-12 02:54:12,2026-05-11 05:54:12,13.008551,77.613192,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹119926 to clear their name.
2833,100271199202602833,202602833,2024-07-10,768,1199,4,1,16,25,1,10,2024-07-07 12:26:58,2024-07-08 20:26:58,2024-07-10 12:26:58,17.844047,77.508894,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹230634 and cash were stolen.
2834,100011011202602834,202602834,2026-02-03,289,1011,1,2,2,57,1,39,2026-01-24 03:16:42,2026-01-24 20:16:42,2026-02-03 03:16:42,13.01996,77.645602,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1859669 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
2835,100011008202602835,202602835,2025-02-09,239,1008,1,2,11,29,4,42,2025-02-03 07:12:22,2025-02-04 20:12:22,2025-02-09 07:12:22,12.984197,77.611944,"Fraudster contacted the victim from +919863813067 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹34841 was debited from their SBI account."
2836,100161126202602836,202602836,2026-06-11,504,1126,1,2,10,86,4,12,2026-06-01 17:32:34,2026-06-02 08:32:34,2026-06-11 17:32:34,11.871875,76.987611,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹230640 and cash were stolen.
2837,100031031202602837,202602837,2026-06-27,696,1031,1,2,5,11,3,16,2026-06-25 17:18:21,2026-06-26 02:18:21,2026-06-27 17:18:21,12.382606,76.676266,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹89049 and cash were stolen.
2838,100011002202602838,202602838,2024-04-24,514,1002,1,2,19,36,2,34,2024-04-21 09:57:11,2024-04-22 02:57:11,2024-04-24 09:57:11,12.910882,77.538259,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹36594 to clear their name.
2839,100181144202602839,202602839,2025-03-23,595,1144,1,1,8,68,3,49,2025-03-22 22:20:16,2025-03-24 10:20:16,2025-03-23 22:20:16,14.733189,74.811063,The accused posed as a real estate agent and collected ₹208619 as advance for a site. Later it was found the documents were forged.
2840,100011012202602840,202602840,2026-01-07,999,1012,1,2,15,67,4,14,2026-01-01 03:04:56,2026-01-02 15:04:56,2026-01-07 03:04:56,12.927938,77.538935,"Fraudster contacted the victim from +917064746525 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹24949 was debited from their SBI account."
2841,100031026202602841,202602841,2024-07-11,929,1026,1,2,20,27,1,29,2024-07-10 11:05:44,2024-07-12 03:05:44,2024-07-11 11:05:44,12.282466,76.590925,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹232429 to clear their name.
2842,100011002202602842,202602842,2024-12-26,753,1002,1,2,9,84,2,29,2024-12-22 05:18:14,2024-12-23 10:18:14,2024-12-26 05:18:14,12.935181,77.541021,"Fraudster contacted the victim from +919989653086 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹22691 was debited from their SBI account."
2843,100231172202602843,202602843,2026-04-24,415,1172,1,1,1,57,1,32,2026-04-18 15:42:45,2026-04-19 12:42:45,2026-04-24 15:42:45,16.824601,77.170867,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹425745 to clear their name.
2844,100221165202602844,202602844,2024-01-25,840,1165,3,2,4,86,3,8,2024-01-20 02:26:12,2024-01-21 14:26:12,2024-01-25 02:26:12,13.108348,78.037573,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹110984 and cash were stolen.
2845,100141114202602845,202602845,2026-05-12,647,1114,1,2,9,63,3,31,2026-05-09 19:02:17,2026-05-11 18:02:17,2026-05-12 19:02:17,12.433203,76.871652,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2846,100051046202602846,202602846,2025-06-13,970,1046,1,2,8,28,3,48,2025-06-11 02:54:18,2025-06-11 23:54:18,2025-06-13 02:54:18,15.781083,74.511956,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2847,100011013202602847,202602847,2024-01-26,202,1013,1,2,19,9,2,46,2024-01-22 01:37:42,2024-01-22 07:37:42,2024-01-26 01:37:42,13.070286,77.561656,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹159076 and cash were stolen.
2848,100031025202602848,202602848,2024-06-11,361,1025,1,2,2,30,2,32,2024-06-09 02:32:16,2024-06-09 15:32:16,2024-06-11 02:32:16,12.326548,76.605844,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2849,100031025202602849,202602849,2025-12-25,393,1025,1,2,12,67,1,9,2025-12-24 16:50:27,2025-12-24 17:50:27,2025-12-25 16:50:27,12.329022,76.593465,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1250066 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
2850,100011003202602850,202602850,2024-05-29,250,1003,1,1,12,42,2,4,2024-05-21 21:47:39,2024-05-22 13:47:39,2024-05-29 21:47:39,13.009706,77.648891,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹267088 and cash were stolen.
2851,100131109202602851,202602851,2024-07-27,750,1109,3,2,4,17,4,2,2024-07-19 18:51:26,2024-07-21 10:51:26,2024-07-27 18:51:26,12.964329,76.174555,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2852,100171133202602852,202602852,2024-02-23,650,1133,1,2,4,73,1,39,2024-02-17 03:17:34,2024-02-17 04:17:34,2024-02-23 03:17:34,13.405896,75.701525,The accused posed as a real estate agent and collected ₹599841 as advance for a site. Later it was found the documents were forged.
2853,100121105202602853,202602853,2026-04-18,813,1105,1,2,18,100,4,6,2026-04-10 06:00:24,2026-04-12 06:00:24,2026-04-18 06:00:24,13.330607,77.043047,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
2854,100181141202602854,202602854,2025-02-13,807,1141,1,2,11,54,1,31,2025-02-11 09:28:48,2025-02-12 09:28:48,2025-02-13 09:28:48,14.813976,74.817761,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹98614 and cash were stolen.
2855,100161128202602855,202602855,2024-01-15,348,1128,1,2,2,4,1,5,2024-01-05 22:39:02,2024-01-07 18:39:02,2024-01-15 22:39:02,11.852987,77.008372,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2856,100011005202602856,202602856,2024-05-01,902,1005,1,2,9,56,1,23,2024-04-29 20:23:29,2024-04-30 13:23:29,2024-05-01 20:23:29,12.949949,77.505725,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹58721 and cash were stolen.
2857,100011005202602857,202602857,2024-01-09,738,1005,1,1,15,50,2,34,2024-01-03 15:11:39,2024-01-04 08:11:39,2024-01-09 15:11:39,12.936526,77.516137,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2858,100151123202602858,202602858,2026-04-11,980,1123,1,2,10,51,2,28,2026-04-01 20:29:37,2026-04-02 06:29:37,2026-04-11 20:29:37,12.404461,75.896592,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
