CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CaseCategoryID,GravityOffenceID,CaseStatusID,CrimeType,BriefFacts
2319,"undefined","undefined","undefined",1195,undefined,undefined,1,1,2,"Murder/Attempt","Detailed facts about Murder/Attempt"
2320,"undefined","undefined","undefined",1222,undefined,undefined,1,2,2,"Others","Detailed facts about Others"
2321,"undefined","undefined","undefined",1045,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
2322,"undefined","undefined","undefined",1010,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
2323,"undefined","undefined","undefined",1014,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
2324,"undefined","undefined","undefined",1003,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
2325,"undefined","undefined","undefined",1035,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
2326,"undefined","undefined","undefined",1068,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2327,"undefined","undefined","undefined",1143,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
2328,"undefined","undefined","undefined",1036,undefined,undefined,1,2,4,"Assault/Violent","Detailed facts about Assault/Violent"
2329,"undefined","undefined","undefined",1007,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2330,"undefined","undefined","undefined",1220,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2331,"undefined","undefined","undefined",1169,undefined,undefined,1,1,3,"Others","Detailed facts about Others"
2332,"undefined","undefined","undefined",1009,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
2333,"undefined","undefined","undefined",1006,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2334,"undefined","undefined","undefined",1013,undefined,undefined,1,2,1,"Narcotics","Detailed facts about Narcotics"
2335,"undefined","undefined","undefined",1009,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
2336,"undefined","undefined","undefined",1007,undefined,undefined,1,1,3,"Theft/Property","Detailed facts about Theft/Property"
2337,"undefined","undefined","undefined",1051,undefined,undefined,1,1,3,"Cybercrime","Detailed facts about Cybercrime"
2338,"undefined","undefined","undefined",1152,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2339,"undefined","undefined","undefined",1134,undefined,undefined,1,2,3,"Narcotics","Detailed facts about Narcotics"
2340,"undefined","undefined","undefined",1042,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2341,"undefined","undefined","undefined",1141,undefined,undefined,1,1,1,"Kidnapping","Detailed facts about Kidnapping"
2342,"undefined","undefined","undefined",1228,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
2343,"undefined","undefined","undefined",1105,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
2344,"undefined","undefined","undefined",1034,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
2345,"undefined","undefined","undefined",1080,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
2346,"undefined","undefined","undefined",1005,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
2347,"undefined","undefined","undefined",1028,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
2348,"undefined","undefined","undefined",1028,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2349,"undefined","undefined","undefined",1125,undefined,undefined,1,1,3,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2350,"undefined","undefined","undefined",1015,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
2351,"undefined","undefined","undefined",1009,undefined,undefined,1,1,4,"Cybercrime","Detailed facts about Cybercrime"
2352,"undefined","undefined","undefined",1183,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
2353,"undefined","undefined","undefined",1006,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
2354,"undefined","undefined","undefined",1026,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
2355,"undefined","undefined","undefined",1061,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2356,"undefined","undefined","undefined",1173,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
2357,"undefined","undefined","undefined",1009,undefined,undefined,1,1,2,"Others","Detailed facts about Others"
2358,"undefined","undefined","undefined",1009,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
2359,"undefined","undefined","undefined",1050,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
2360,"undefined","undefined","undefined",1159,undefined,undefined,1,1,2,"Theft/Property","Detailed facts about Theft/Property"
2361,"undefined","undefined","undefined",1052,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2362,"undefined","undefined","undefined",1040,undefined,undefined,1,2,4,"Assault/Violent","Detailed facts about Assault/Violent"
2363,"undefined","undefined","undefined",1013,undefined,undefined,1,2,2,"Kidnapping","Detailed facts about Kidnapping"
2364,"undefined","undefined","undefined",1009,undefined,undefined,1,1,3,"Cybercrime","Detailed facts about Cybercrime"
2365,"undefined","undefined","undefined",1008,undefined,undefined,1,2,4,"Assault/Violent","Detailed facts about Assault/Violent"
2366,"undefined","undefined","undefined",1006,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
2367,"undefined","undefined","undefined",1006,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2368,"undefined","undefined","undefined",1008,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
2369,"undefined","undefined","undefined",1212,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
2370,"undefined","undefined","undefined",1221,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2371,"undefined","undefined","undefined",1106,undefined,undefined,1,2,3,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2372,"undefined","undefined","undefined",1049,undefined,undefined,1,1,4,"Assault/Violent","Detailed facts about Assault/Violent"
2373,"undefined","undefined","undefined",1230,undefined,undefined,1,2,4,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2374,"undefined","undefined","undefined",1051,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2375,"undefined","undefined","undefined",1187,undefined,undefined,1,2,3,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2376,"undefined","undefined","undefined",1014,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
2377,"undefined","undefined","undefined",1002,undefined,undefined,1,2,2,"Kidnapping","Detailed facts about Kidnapping"
2378,"undefined","undefined","undefined",1050,undefined,undefined,1,2,3,"Others","Detailed facts about Others"
2379,"undefined","undefined","undefined",1012,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
2380,"undefined","undefined","undefined",1096,undefined,undefined,1,1,2,"Theft/Property","Detailed facts about Theft/Property"
2381,"undefined","undefined","undefined",1010,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2382,"undefined","undefined","undefined",1176,undefined,undefined,1,1,4,"Murder/Attempt","Detailed facts about Murder/Attempt"
2383,"undefined","undefined","undefined",1046,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
2384,"undefined","undefined","undefined",1029,undefined,undefined,1,1,3,"Assault/Violent","Detailed facts about Assault/Violent"
2385,"undefined","undefined","undefined",1023,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
2386,"undefined","undefined","undefined",1013,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2387,"undefined","undefined","undefined",1178,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
2388,"undefined","undefined","undefined",1031,undefined,undefined,1,1,2,"Theft/Property","Detailed facts about Theft/Property"
2389,"undefined","undefined","undefined",1013,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2390,"undefined","undefined","undefined",1009,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
2391,"undefined","undefined","undefined",1010,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
2392,"undefined","undefined","undefined",1134,undefined,undefined,1,1,3,"Cybercrime","Detailed facts about Cybercrime"
2393,"undefined","undefined","undefined",1015,undefined,undefined,1,2,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2394,"undefined","undefined","undefined",1184,undefined,undefined,1,1,3,"Cybercrime","Detailed facts about Cybercrime"
2395,"undefined","undefined","undefined",1075,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
2396,"undefined","undefined","undefined",1041,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
2397,"undefined","undefined","undefined",1058,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
2398,"undefined","undefined","undefined",1077,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
2399,"undefined","undefined","undefined",1017,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
2400,"undefined","undefined","undefined",1030,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
2401,"undefined","undefined","undefined",1047,undefined,undefined,1,2,1,"Narcotics","Detailed facts about Narcotics"
2402,"undefined","undefined","undefined",1003,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2403,"undefined","undefined","undefined",1184,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
2404,"undefined","undefined","undefined",1005,undefined,undefined,1,2,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2405,"undefined","undefined","undefined",1012,undefined,undefined,1,1,4,"Cybercrime","Detailed facts about Cybercrime"
2406,"undefined","undefined","undefined",1011,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
2407,"undefined","undefined","undefined",1004,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
2408,"undefined","undefined","undefined",1025,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2409,"undefined","undefined","undefined",1007,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2410,"undefined","undefined","undefined",1027,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2411,"undefined","undefined","undefined",1027,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2412,"undefined","undefined","undefined",1146,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2413,"undefined","undefined","undefined",1030,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
2414,"undefined","undefined","undefined",1013,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
2415,"undefined","undefined","undefined",1192,undefined,undefined,1,2,4,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2416,"undefined","undefined","undefined",1011,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
2417,"undefined","undefined","undefined",1227,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
2418,"undefined","undefined","undefined",1208,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
2419,"undefined","undefined","undefined",1102,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2420,"undefined","undefined","undefined",1045,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2421,"undefined","undefined","undefined",1071,undefined,undefined,1,1,3,"Cybercrime","Detailed facts about Cybercrime"
2422,"undefined","undefined","undefined",1002,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
2423,"undefined","undefined","undefined",1012,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
2424,"undefined","undefined","undefined",1113,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
2425,"undefined","undefined","undefined",1012,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
2426,"undefined","undefined","undefined",1048,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
2427,"undefined","undefined","undefined",1188,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
2428,"undefined","undefined","undefined",1037,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2429,"undefined","undefined","undefined",1013,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
2430,"undefined","undefined","undefined",1005,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
2431,"undefined","undefined","undefined",1035,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2432,"undefined","undefined","undefined",1005,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
2433,"undefined","undefined","undefined",1158,undefined,undefined,1,2,4,"Narcotics","Detailed facts about Narcotics"
2434,"undefined","undefined","undefined",1009,undefined,undefined,1,1,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2435,"undefined","undefined","undefined",1148,undefined,undefined,1,2,4,"Assault/Violent","Detailed facts about Assault/Violent"
2436,"undefined","undefined","undefined",1004,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
2437,"undefined","undefined","undefined",1015,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
2438,"undefined","undefined","undefined",1015,undefined,undefined,1,2,4,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2439,"undefined","undefined","undefined",1008,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
2440,"undefined","undefined","undefined",1003,undefined,undefined,1,2,3,"Others","Detailed facts about Others"
2441,"undefined","undefined","undefined",1007,undefined,undefined,1,2,1,"Kidnapping","Detailed facts about Kidnapping"
2442,"undefined","undefined","undefined",1056,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2443,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2444,"undefined","undefined","undefined",1058,undefined,undefined,1,1,2,"Theft/Property","Detailed facts about Theft/Property"
2445,"undefined","undefined","undefined",1092,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2446,"undefined","undefined","undefined",1049,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
2447,"undefined","undefined","undefined",1011,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
2448,"undefined","undefined","undefined",1172,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2449,"undefined","undefined","undefined",1007,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
2450,"undefined","undefined","undefined",1145,undefined,undefined,1,1,3,"Assault/Violent","Detailed facts about Assault/Violent"
2451,"undefined","undefined","undefined",1025,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
2452,"undefined","undefined","undefined",1032,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2453,"undefined","undefined","undefined",1009,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
2454,"undefined","undefined","undefined",1228,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2455,"undefined","undefined","undefined",1171,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
2456,"undefined","undefined","undefined",1213,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2457,"undefined","undefined","undefined",1075,undefined,undefined,1,1,4,"Assault/Violent","Detailed facts about Assault/Violent"
2458,"undefined","undefined","undefined",1002,undefined,undefined,1,2,1,"Narcotics","Detailed facts about Narcotics"
2459,"undefined","undefined","undefined",1046,undefined,undefined,1,2,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2460,"undefined","undefined","undefined",1015,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
2461,"undefined","undefined","undefined",1013,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
2462,"undefined","undefined","undefined",1035,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2463,"undefined","undefined","undefined",1014,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
2464,"undefined","undefined","undefined",1111,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2465,"undefined","undefined","undefined",1010,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
2466,"undefined","undefined","undefined",1104,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
2467,"undefined","undefined","undefined",1038,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2468,"undefined","undefined","undefined",1058,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
2469,"undefined","undefined","undefined",1005,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2470,"undefined","undefined","undefined",1026,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2471,"undefined","undefined","undefined",1010,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
2472,"undefined","undefined","undefined",1013,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
2473,"undefined","undefined","undefined",1011,undefined,undefined,1,2,1,"Narcotics","Detailed facts about Narcotics"
2474,"undefined","undefined","undefined",1026,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
2475,"undefined","undefined","undefined",1008,undefined,undefined,1,1,2,"Narcotics","Detailed facts about Narcotics"
2476,"undefined","undefined","undefined",1051,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
2477,"undefined","undefined","undefined",1001,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
2478,"undefined","undefined","undefined",1045,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
2479,"undefined","undefined","undefined",1001,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2480,"undefined","undefined","undefined",1080,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2481,"undefined","undefined","undefined",1178,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
2482,"undefined","undefined","undefined",1011,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
2483,"undefined","undefined","undefined",1001,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2484,"undefined","undefined","undefined",1031,undefined,undefined,1,2,2,"Others","Detailed facts about Others"
2485,"undefined","undefined","undefined",1107,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2486,"undefined","undefined","undefined",1012,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2487,"undefined","undefined","undefined",1014,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2488,"undefined","undefined","undefined",1045,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
2489,"undefined","undefined","undefined",1005,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2490,"undefined","undefined","undefined",1181,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
2491,"undefined","undefined","undefined",1033,undefined,undefined,1,2,2,"Kidnapping","Detailed facts about Kidnapping"
2492,"undefined","undefined","undefined",1008,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
2493,"undefined","undefined","undefined",1002,undefined,undefined,1,2,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2494,"undefined","undefined","undefined",1003,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
2495,"undefined","undefined","undefined",1226,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2496,"undefined","undefined","undefined",1030,undefined,undefined,1,1,3,"Assault/Violent","Detailed facts about Assault/Violent"
2497,"undefined","undefined","undefined",1006,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2498,"undefined","undefined","undefined",1015,undefined,undefined,1,2,3,"Kidnapping","Detailed facts about Kidnapping"
2499,"undefined","undefined","undefined",1170,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2500,"undefined","undefined","undefined",1166,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
2501,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
2502,"undefined","undefined","undefined",1006,undefined,undefined,1,2,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2503,"undefined","undefined","undefined",1059,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
2504,"undefined","undefined","undefined",1202,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
2505,"undefined","undefined","undefined",1186,undefined,undefined,1,1,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2506,"undefined","undefined","undefined",1163,undefined,undefined,1,1,4,"Cybercrime","Detailed facts about Cybercrime"
2507,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
2508,"undefined","undefined","undefined",1013,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
2509,"undefined","undefined","undefined",1068,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2510,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
2511,"undefined","undefined","undefined",1146,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
2512,"undefined","undefined","undefined",1165,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
2513,"undefined","undefined","undefined",1078,undefined,undefined,1,2,3,"Kidnapping","Detailed facts about Kidnapping"
2514,"undefined","undefined","undefined",1005,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2515,"undefined","undefined","undefined",1006,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
2516,"undefined","undefined","undefined",1001,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
2517,"undefined","undefined","undefined",1152,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
2518,"undefined","undefined","undefined",1015,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2519,"undefined","undefined","undefined",1192,undefined,undefined,1,2,2,"Others","Detailed facts about Others"
2520,"undefined","undefined","undefined",1047,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
2521,"undefined","undefined","undefined",1004,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
2522,"undefined","undefined","undefined",1004,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
2523,"undefined","undefined","undefined",1008,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
2524,"undefined","undefined","undefined",1027,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
2525,"undefined","undefined","undefined",1139,undefined,undefined,1,1,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2526,"undefined","undefined","undefined",1012,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2527,"undefined","undefined","undefined",1037,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
2528,"undefined","undefined","undefined",1108,undefined,undefined,1,2,4,"Kidnapping","Detailed facts about Kidnapping"
2529,"undefined","undefined","undefined",1203,undefined,undefined,1,2,2,"Kidnapping","Detailed facts about Kidnapping"
2530,"undefined","undefined","undefined",1184,undefined,undefined,1,1,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2531,"undefined","undefined","undefined",1080,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
2532,"undefined","undefined","undefined",1143,undefined,undefined,1,2,2,"Others","Detailed facts about Others"
2533,"undefined","undefined","undefined",1010,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2534,"undefined","undefined","undefined",1028,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2535,"undefined","undefined","undefined",1012,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2536,"undefined","undefined","undefined",1072,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
2537,"undefined","undefined","undefined",1077,undefined,undefined,1,1,4,"Theft/Property","Detailed facts about Theft/Property"
2538,"undefined","undefined","undefined",1012,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
2539,"undefined","undefined","undefined",1037,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
2540,"undefined","undefined","undefined",1009,undefined,undefined,1,1,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2541,"undefined","undefined","undefined",1038,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
2542,"undefined","undefined","undefined",1004,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
2543,"undefined","undefined","undefined",1115,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
2544,"undefined","undefined","undefined",1001,undefined,undefined,1,1,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
2545,"undefined","undefined","undefined",1005,undefined,undefined,1,2,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2546,"undefined","undefined","undefined",1015,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
2547,"undefined","undefined","undefined",1007,undefined,undefined,1,1,3,"Theft/Property","Detailed facts about Theft/Property"
2548,"undefined","undefined","undefined",1047,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
2549,"undefined","undefined","undefined",1211,undefined,undefined,1,2,4,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2550,"undefined","undefined","undefined",1099,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
2551,"undefined","undefined","undefined",1034,undefined,undefined,1,2,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2552,"undefined","undefined","undefined",1157,undefined,undefined,1,2,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2553,"undefined","undefined","undefined",1184,undefined,undefined,1,2,4,"Others","Detailed facts about Others"
2554,"undefined","undefined","undefined",1055,undefined,undefined,1,2,1,"Kidnapping","Detailed facts about Kidnapping"
2555,"undefined","undefined","undefined",1009,undefined,undefined,1,1,4,"Others","Detailed facts about Others"
2556,"undefined","undefined","undefined",1094,undefined,undefined,1,2,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
2557,"undefined","undefined","undefined",1030,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2558,"undefined","undefined","undefined",1057,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
2559,"undefined","undefined","undefined",1032,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
2560,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Others","Detailed facts about Others"
2561,"undefined","undefined","undefined",1006,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
2562,"undefined","undefined","undefined",1014,undefined,undefined,1,2,4,"Narcotics","Detailed facts about Narcotics"
