ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
4122,2693,1,2024-03-15,29,10,1035,150,40,6851,1,0
4123,2694,1,2024-05-31,29,8,1002,313,21,6853,1,0
4124,2694,1,2024-05-31,29,19,1002,957,38,6854,1,0
4125,2694,1,2024-05-31,29,13,1002,392,12,6855,1,0
4126,2695,1,2024-08-19,29,23,1002,728,30,6858,1,0
4127,2696,1,2024-04-26,29,21,1049,737,16,6860,1,0
4128,2697,1,2024-07-05,29,30,1012,904,48,6861,1,0
4129,2697,1,2024-07-05,29,22,1012,802,14,6863,1,0
4130,2698,2,2026-02-17,29,22,1015,354,48,6866,1,0
4131,2698,1,2026-02-17,29,9,1015,770,16,6867,1,0
4132,2699,1,2024-07-16,29,2,1122,691,28,6870,1,0
4133,2700,1,2026-06-02,29,16,1019,725,6,6872,1,0
4134,2702,2,2024-09-24,29,10,1189,265,24,6875,1,0
4135,2704,1,2026-05-21,29,12,1230,592,10,6879,1,0
4136,2704,1,2026-05-21,29,2,1230,450,27,6880,1,0
4137,2705,1,2025-10-15,29,2,1001,287,12,6884,1,0
4138,2706,2,2025-03-13,29,31,1015,876,24,6885,1,0
4139,2707,1,2025-10-17,29,1,1058,806,46,6887,1,0
4140,2707,1,2025-10-17,29,29,1058,495,1,6888,1,0
4141,2708,1,2025-01-23,29,17,1042,914,15,6889,1,0
4142,2710,1,2025-06-10,29,18,1008,636,13,6892,1,0
4143,2711,1,2026-04-05,29,8,1079,995,30,6893,1,0
4144,2712,1,2026-05-20,29,10,1182,625,10,6898,1,0
4145,2712,1,2026-05-20,29,1,1182,640,6,6899,1,0
4146,2713,1,2024-03-25,29,13,1011,376,34,6901,1,0
4147,2714,1,2026-03-18,29,1,1025,258,47,6903,1,0
4148,2716,1,2025-10-18,29,27,1033,205,45,6906,1,0
4149,2716,1,2025-10-18,29,10,1033,925,39,6908,1,0
4150,2717,1,2026-05-10,29,11,1041,705,32,6909,1,0
4151,2717,1,2026-05-10,29,23,1041,828,47,6910,1,0
4152,2718,1,2025-10-08,29,5,1137,444,47,6912,1,0
4153,2719,1,2024-01-22,29,14,1002,381,19,6914,1,0
4154,2720,1,2025-09-04,29,30,1179,902,15,6920,1,0
4155,2721,1,2024-04-09,29,31,1006,163,21,6922,1,0
4156,2721,1,2024-04-09,29,11,1006,883,18,6923,1,0
4157,2722,1,2025-01-24,29,31,1027,416,14,6924,1,0
4158,2722,1,2025-01-24,29,19,1027,177,29,6925,1,0
4159,2724,1,2025-09-04,29,4,1028,454,17,6931,1,0
4160,2725,1,2025-10-19,29,8,1007,757,34,6933,1,0
4161,2726,1,2025-05-21,29,25,1006,937,8,6936,1,0
4162,2727,1,2024-12-13,29,8,1012,390,5,6938,1,0
4163,2727,1,2024-12-13,29,17,1012,883,34,6939,1,0
4164,2728,1,2025-09-20,29,7,1047,265,34,6943,1,0
4165,2731,1,2025-07-19,29,13,1011,802,35,6950,1,0
4166,2732,1,2025-05-07,29,15,1184,315,38,6953,1,0
4167,2733,1,2024-05-29,29,14,1222,498,21,6954,1,0
4168,2734,1,2024-10-29,29,19,1010,504,25,6955,1,0
4169,2734,1,2024-10-29,29,9,1010,375,40,6956,1,0
4170,2735,1,2024-04-14,29,26,1003,275,13,6957,1,0
4171,2735,1,2024-04-14,29,16,1003,372,42,6958,1,0
4172,2736,2,2024-08-31,29,15,1010,703,37,6960,1,0
4173,2737,1,2024-12-12,29,30,1036,108,49,6963,1,0
4174,2737,1,2024-12-12,29,18,1036,126,18,6964,1,0
4175,2738,1,2025-09-29,29,1,1003,432,27,6966,1,0
4176,2738,2,2025-09-29,29,23,1003,343,29,6967,1,0
4177,2738,1,2025-09-29,29,11,1003,485,43,6968,1,0
4178,2739,1,2024-07-09,29,31,1001,667,14,6969,1,0
4179,2740,1,2025-06-09,29,24,1011,768,23,6970,1,0
4180,2740,1,2025-06-09,29,10,1011,631,14,6971,1,0
4181,2740,1,2025-06-09,29,1,1011,334,32,6972,1,0
4182,2741,1,2025-01-29,29,25,1028,676,25,6973,1,0
4183,2742,1,2025-01-11,29,4,1006,671,24,6974,1,0
4184,2742,1,2025-01-11,29,16,1006,216,24,6976,1,0
4185,2742,1,2025-01-11,29,30,1006,600,17,6977,1,0
4186,2743,1,2024-09-21,29,14,1124,266,34,6978,1,0
4187,2743,1,2024-09-21,29,2,1124,677,46,6980,1,0
4188,2744,1,2024-06-28,29,7,1003,981,7,6981,1,0
4189,2744,1,2024-06-28,29,27,1003,436,21,6982,1,0
4190,2745,1,2025-07-06,29,6,1048,859,22,6985,1,0
4191,2745,1,2025-07-06,29,5,1048,901,6,6986,1,0
4192,2746,1,2026-01-22,29,4,1028,260,41,6987,1,0
4193,2747,1,2025-07-16,29,24,1049,937,50,6990,1,0
4194,2748,1,2026-01-13,29,13,1006,950,12,6993,1,0
4195,2748,1,2026-01-13,29,23,1006,159,2,6994,1,0
4196,2749,1,2024-05-06,29,23,1177,578,50,6997,1,0
4197,2750,1,2024-04-02,29,29,1052,641,28,6998,1,0
4198,2750,1,2024-04-02,29,5,1052,588,27,6999,1,0
4199,2753,1,2024-08-31,29,21,1013,800,35,7004,1,0
4200,2753,2,2024-08-31,29,10,1013,440,9,7007,1,0
4201,2755,1,2025-10-01,29,15,1162,349,36,7010,1,0
4202,2756,1,2024-08-06,29,31,1059,989,16,7011,1,0
4203,2757,1,2025-09-20,29,16,1003,541,22,7012,1,0
4204,2757,1,2025-09-20,29,8,1003,135,19,7013,1,0
4205,2758,1,2025-05-11,29,27,1008,910,1,7014,1,0
4206,2758,1,2025-05-11,29,20,1008,361,17,7015,1,0
4207,2759,1,2026-02-07,29,4,1024,231,5,7016,1,0
4208,2759,1,2026-02-07,29,19,1024,868,15,7017,1,0
4209,2759,1,2026-02-07,29,3,1024,960,26,7018,1,0
4210,2759,1,2026-02-07,29,25,1024,682,41,7019,1,0
4211,2760,1,2025-07-30,29,16,1033,664,6,7020,1,0
4212,2761,1,2025-08-25,29,8,1039,416,25,7022,1,0
4213,2761,1,2025-08-25,29,6,1039,387,44,7023,1,0
4214,2761,1,2025-08-25,29,16,1039,449,48,7024,1,0
4215,2761,1,2025-08-25,29,29,1039,895,20,7025,1,0
4216,2762,2,2025-03-24,29,22,1114,698,36,7026,1,0
4217,2762,1,2025-03-24,29,25,1114,621,28,7027,1,0
4218,2763,1,2025-07-31,29,11,1142,266,22,7031,1,0
4219,2763,1,2025-07-31,29,12,1142,765,7,7032,1,0
4220,2766,1,2026-04-08,29,20,1014,693,31,7035,1,0
4221,2766,1,2026-04-08,29,2,1014,965,40,7036,1,0
4222,2767,1,2026-01-04,29,6,1029,633,3,7037,1,0
4223,2767,1,2026-01-04,29,27,1029,589,17,7038,1,0
4224,2767,1,2026-01-04,29,12,1029,605,22,7039,1,0
4225,2768,1,2024-06-30,29,28,1004,285,42,7040,1,0
4226,2768,1,2024-06-30,29,16,1004,446,19,7041,1,0
4227,2770,2,2025-09-22,29,10,1044,943,27,7045,1,0
4228,2770,1,2025-09-22,29,9,1044,268,19,7046,1,0
4229,2771,1,2026-02-25,29,15,1012,788,45,7047,1,0
4230,2772,2,2024-05-31,29,2,1009,268,41,7048,1,0
4231,2772,1,2024-05-31,29,4,1009,937,21,7049,1,0
4232,2774,1,2026-02-09,29,1,1129,652,23,7053,1,0
4233,2774,1,2026-02-09,29,2,1129,393,30,7054,1,0
4234,2774,1,2026-02-09,29,8,1129,267,33,7055,1,0
4235,2775,2,2024-01-22,29,5,1014,647,26,7058,1,0
4236,2776,1,2024-06-17,29,9,1040,536,41,7060,1,0
4237,2776,1,2024-06-17,29,18,1040,794,48,7061,1,0
4238,2777,1,2024-12-06,29,20,1006,415,34,7065,1,0
4239,2778,1,2026-05-12,29,29,1001,471,36,7067,1,0
4240,2779,1,2024-05-08,29,6,1014,426,2,7068,1,0
4241,2779,1,2024-05-08,29,2,1014,310,22,7070,1,0
4242,2780,1,2026-02-16,29,4,1006,133,17,7072,1,0
4243,2780,1,2026-02-16,29,4,1006,801,3,7073,1,0
4244,2780,1,2026-02-16,29,9,1006,224,21,7075,1,0
4245,2781,1,2025-12-20,29,18,1195,428,12,7076,1,0
4246,2781,1,2025-12-20,29,11,1195,915,3,7077,1,0
4247,2781,1,2025-12-20,29,28,1195,646,40,7078,1,0
4248,2782,1,2024-09-26,29,11,1094,106,29,7080,1,0
4249,2783,1,2024-10-22,29,11,1025,662,46,7082,1,0
4250,2783,1,2024-10-22,29,7,1025,539,8,7084,1,0
4251,2784,1,2025-07-13,29,10,1002,290,11,7085,1,0
4252,2784,1,2025-07-13,29,7,1002,463,9,7086,1,0
4253,2785,1,2026-04-20,29,20,1015,495,2,7087,1,0
4254,2786,1,2025-04-21,29,27,1004,246,39,7088,1,0
4255,2786,1,2025-04-21,29,3,1004,584,33,7089,1,0
4256,2786,1,2025-04-21,29,14,1004,245,38,7090,1,0
4257,2787,1,2024-07-13,29,3,1007,542,32,7092,1,0
4258,2788,1,2025-12-12,29,23,1041,879,36,7093,1,0
4259,2788,2,2025-12-12,29,12,1041,682,46,7094,1,0
4260,2790,1,2024-02-19,29,29,1003,941,12,7098,1,0
4261,2791,1,2024-10-21,29,1,1065,126,27,7099,1,0
4262,2792,1,2024-12-10,29,11,1035,715,30,7103,1,0
4263,2792,1,2024-12-10,29,13,1035,247,10,7104,1,0
4264,2792,1,2024-12-10,29,11,1035,484,48,7105,1,0
4265,2792,1,2024-12-10,29,2,1035,687,19,7106,1,0
4266,2794,1,2025-07-02,29,28,1007,117,22,7108,1,0
4267,2794,1,2025-07-02,29,6,1007,330,31,7110,1,0
4268,2795,1,2024-06-11,29,1,1191,306,35,7111,1,0
4269,2796,1,2024-02-21,29,7,1005,314,29,7113,1,0
4270,2796,1,2024-02-21,29,1,1005,803,22,7114,1,0
4271,2797,1,2025-10-18,29,13,1054,764,17,7115,1,0
4272,2798,1,2026-01-01,29,1,1004,518,25,7116,1,0
4273,2798,1,2026-01-01,29,1,1004,426,17,7118,1,0
4274,2798,1,2026-01-01,29,13,1004,211,37,7119,1,0
4275,2799,1,2024-02-10,29,20,1172,580,22,7120,1,0
4276,2800,2,2025-11-28,29,16,1029,102,4,7121,1,0
4277,2801,1,2024-09-25,29,1,1122,478,10,7122,1,0
4278,2801,2,2024-09-25,29,17,1122,592,25,7123,1,0
4279,2801,1,2024-09-25,29,14,1122,405,38,7124,1,0
4280,2801,1,2024-09-25,29,21,1122,179,19,7125,1,0
4281,2802,1,2024-12-30,29,28,1167,118,30,7126,1,0
4282,2803,1,2026-03-23,29,14,1007,917,34,7127,1,0
4283,2803,1,2026-03-23,29,16,1007,488,6,7128,1,0
4284,2803,1,2026-03-23,29,2,1007,346,46,7129,1,0
4285,2803,1,2026-03-23,29,4,1007,242,43,7130,1,0
4286,2804,1,2024-02-18,29,9,1031,792,2,7131,1,0
4287,2804,1,2024-02-18,29,20,1031,290,7,7133,1,0
4288,2805,1,2024-06-19,29,4,1004,653,41,7134,1,0
4289,2806,1,2024-11-20,29,13,1015,385,27,7135,1,0
4290,2806,1,2024-11-20,29,10,1015,217,14,7136,1,0
4291,2807,1,2025-09-11,29,16,1007,735,41,7137,1,0
4292,2809,1,2024-01-19,29,11,1043,911,1,7141,1,0
4293,2809,1,2024-01-19,29,27,1043,222,44,7142,1,0
4294,2811,1,2024-02-03,29,15,1007,211,32,7146,1,0
4295,2811,1,2024-02-03,29,13,1007,490,7,7147,1,0
4296,2813,1,2026-03-25,29,27,1032,721,41,7149,1,0
4297,2814,1,2025-02-12,29,15,1012,993,41,7151,1,0
4298,2814,1,2025-02-12,29,29,1012,150,8,7152,1,0
4299,2814,2,2025-02-12,29,31,1012,404,1,7154,1,0
4300,2815,1,2024-05-23,29,24,1028,763,32,7156,1,0
4301,2816,1,2024-10-25,29,9,1092,657,43,7157,1,0
4302,2816,1,2024-10-25,29,16,1092,752,26,7158,1,0
4303,2817,1,2024-06-25,29,18,1052,289,45,7160,1,0
4304,2818,1,2025-07-09,29,12,1030,825,39,7161,1,0
4305,2819,1,2025-11-10,29,15,1090,293,29,7162,1,0
4306,2819,1,2025-11-10,29,19,1090,988,12,7163,1,0
4307,2819,1,2025-11-10,29,31,1090,607,48,7164,1,0
4308,2819,1,2025-11-10,29,29,1090,543,36,7165,1,0
4309,2820,1,2024-07-08,29,13,1217,133,41,7167,1,0
4310,2820,1,2024-07-08,29,23,1217,628,34,7169,1,0
4311,2821,1,2024-07-15,29,10,1028,518,18,7170,1,0
4312,2821,1,2024-07-15,29,8,1028,418,16,7171,1,0
4313,2821,1,2024-07-15,29,16,1028,405,46,7172,1,0
4314,2822,2,2025-10-18,29,13,1015,624,19,7173,1,0
4315,2822,1,2025-10-18,29,3,1015,155,46,7174,1,0
4316,2825,1,2025-08-06,29,10,1012,542,5,7177,1,0
4317,2827,2,2026-01-21,29,23,1146,641,23,7179,1,0
4318,2828,1,2025-11-26,29,8,1010,979,8,7182,1,0
4319,2829,1,2026-04-04,29,5,1002,272,39,7183,1,0
4320,2829,1,2026-04-04,29,25,1002,970,50,7184,1,0
4321,2829,1,2026-04-04,29,31,1002,521,6,7185,1,0
4322,2830,1,2024-05-20,29,8,1025,597,44,7187,1,0
4323,2831,1,2024-02-10,29,7,1175,229,49,7189,1,0
4324,2832,1,2026-05-11,29,28,1003,599,13,7191,1,0
4325,2832,1,2026-05-11,29,12,1003,371,49,7192,1,0
4326,2832,1,2026-05-11,29,15,1003,293,50,7193,1,0
4327,2834,2,2026-02-03,29,5,1011,875,33,7197,1,0
4328,2835,1,2025-02-09,29,27,1008,540,50,7199,1,0
4329,2835,1,2025-02-09,29,1,1008,610,49,7200,1,0
4330,2835,1,2025-02-09,29,22,1008,344,27,7201,1,0
4331,2837,1,2026-06-27,29,24,1031,202,35,7203,1,0
4332,2837,1,2026-06-27,29,15,1031,707,13,7204,1,0
4333,2838,1,2024-04-24,29,24,1002,545,9,7208,1,0
4334,2838,1,2024-04-24,29,29,1002,377,27,7209,1,0
4335,2839,1,2025-03-23,29,28,1144,240,40,7212,1,0
4336,2839,2,2025-03-23,29,6,1144,504,38,7213,1,0
4337,2840,1,2026-01-07,29,7,1012,295,10,7214,1,0
4338,2842,1,2024-12-26,29,26,1002,662,27,7219,1,0
4339,2842,1,2024-12-26,29,14,1002,501,34,7220,1,0
4340,2842,1,2024-12-26,29,11,1002,113,22,7221,1,0
4341,2842,1,2024-12-26,29,27,1002,555,17,7222,1,0
4342,2843,1,2026-04-24,29,15,1172,889,39,7223,1,0
4343,2844,1,2024-01-25,29,25,1165,298,28,7224,1,0
4344,2845,1,2026-05-12,29,29,1114,191,3,7228,1,0
4345,2845,2,2026-05-12,29,21,1114,813,40,7229,1,0
4346,2845,1,2026-05-12,29,2,1114,352,36,7230,1,0
4347,2845,1,2026-05-12,29,1,1114,985,45,7231,1,0
4348,2846,1,2025-06-13,29,27,1046,590,43,7232,1,0
4349,2848,1,2024-06-11,29,25,1025,386,30,7234,1,0
4350,2849,1,2025-12-25,29,9,1025,959,13,7235,1,0
4351,2849,1,2025-12-25,29,24,1025,869,26,7236,1,0
4352,2850,1,2024-05-29,29,4,1003,836,42,7237,1,0
4353,2850,1,2024-05-29,29,12,1003,699,11,7240,1,0
4354,2851,2,2024-07-27,29,23,1109,885,11,7241,1,0
4355,2851,1,2024-07-27,29,14,1109,226,43,7244,1,0
4356,2852,1,2024-02-23,29,15,1133,185,37,7246,1,0
4357,2852,1,2024-02-23,29,18,1133,685,12,7247,1,0
4358,2853,1,2026-04-18,29,23,1105,787,29,7248,1,0
4359,2853,1,2026-04-18,29,12,1105,483,24,7250,1,0
4360,2854,1,2025-02-13,29,6,1141,881,16,7251,1,0
4361,2855,1,2024-01-15,29,13,1128,854,29,7254,1,0
4362,2855,2,2024-01-15,29,31,1128,778,28,7255,1,0
4363,2856,1,2024-05-01,29,3,1005,374,20,7258,1,0
4364,2856,1,2024-05-01,29,6,1005,687,9,7259,1,0
4365,2857,1,2024-01-09,29,27,1005,271,14,7261,1,0
4366,2857,1,2024-01-09,29,17,1005,939,35,7262,1,0
4367,2858,1,2026-04-11,29,9,1123,170,16,7264,1,0
4368,2859,1,2025-10-17,29,30,1008,387,12,7265,1,0
4369,2859,1,2025-10-17,29,22,1008,538,44,7266,1,0
4370,2859,1,2025-10-17,29,26,1008,972,16,7267,1,0
4371,2860,1,2025-08-02,29,19,1011,296,29,7270,1,0
4372,2862,1,2026-06-26,29,2,1071,451,30,7272,1,0
4373,2863,1,2026-02-23,29,14,1013,336,11,7274,1,0
4374,2864,1,2025-03-09,29,11,1056,915,40,7275,1,0
4375,2866,1,2026-05-20,29,23,1106,752,37,7279,1,0
4376,2866,1,2026-05-20,29,28,1106,443,19,7280,1,0
4377,2866,1,2026-05-20,29,12,1106,703,18,7281,1,0
4378,2868,1,2024-03-30,29,23,1030,101,41,7284,1,0
4379,2868,1,2024-03-30,29,4,1030,186,26,7285,1,0
4380,2869,1,2026-02-09,29,27,1033,785,7,7286,1,0
4381,2869,2,2026-02-09,29,3,1033,434,47,7289,1,0
4382,2870,1,2025-10-07,29,7,1093,269,49,7290,1,0
4383,2870,1,2025-10-07,29,6,1093,993,6,7291,1,0
4384,2871,1,2024-07-28,29,17,1196,698,15,7294,1,0
4385,2873,1,2026-01-05,29,4,1083,193,12,7298,1,0
4386,2874,1,2024-01-16,29,26,1178,668,35,7299,1,0
4387,2874,1,2024-01-16,29,26,1178,483,26,7300,1,0
4388,2874,1,2024-01-16,29,13,1178,481,5,7301,1,0
4389,2875,1,2026-02-12,29,6,1032,397,4,7302,1,0
4390,2875,1,2026-02-12,29,2,1032,370,15,7303,1,0
4391,2875,1,2026-02-12,29,10,1032,311,48,7304,1,0
4392,2876,1,2024-02-18,29,28,1136,624,31,7305,1,0
4393,2877,1,2025-09-10,29,24,1207,707,34,7307,1,0
4394,2879,1,2024-04-24,29,29,1007,244,1,7310,1,0
4395,2880,1,2026-06-19,29,8,1103,257,45,7311,1,0
4396,2881,1,2025-08-12,29,14,1012,591,13,7313,1,0
4397,2882,1,2024-08-29,29,28,1228,689,2,7314,1,0
4398,2883,1,2024-04-02,29,18,1142,597,17,7317,1,0
4399,2883,1,2024-04-02,29,30,1142,950,17,7318,1,0
4400,2884,1,2025-07-08,29,31,1059,885,23,7319,1,0
4401,2886,1,2025-05-27,29,14,1001,862,13,7323,1,0
4402,2886,1,2025-05-27,29,16,1001,580,16,7324,1,0
4403,2887,1,2026-05-17,29,28,1030,903,10,7325,1,0
4404,2887,1,2026-05-17,29,21,1030,307,8,7326,1,0
4405,2888,1,2025-11-18,29,5,1156,202,16,7327,1,0
4406,2888,1,2025-11-18,29,18,1156,463,15,7329,1,0
4407,2888,1,2025-11-18,29,7,1156,356,46,7330,1,0
4408,2889,1,2025-05-01,29,27,1162,317,11,7332,1,0
4409,2889,1,2025-05-01,29,30,1162,488,6,7333,1,0
4410,2890,1,2026-05-30,29,18,1025,601,34,7335,1,0
4411,2890,1,2026-05-30,29,10,1025,747,45,7336,1,0
4412,2891,1,2025-07-09,29,14,1013,168,37,7337,1,0
4413,2891,1,2025-07-09,29,31,1013,274,42,7338,1,0
4414,2892,1,2024-12-15,29,18,1014,536,45,7340,1,0
4415,2892,1,2024-12-15,29,15,1014,371,50,7341,1,0
4416,2893,1,2026-02-15,29,28,1001,367,38,7343,1,0
4417,2894,1,2024-05-09,29,4,1024,478,47,7345,1,0
4418,2894,1,2024-05-09,29,26,1024,830,50,7346,1,0
4419,2895,1,2025-02-09,29,27,1184,146,18,7350,1,0
4420,2896,1,2024-03-05,29,2,1009,514,47,7351,1,0
4421,2896,1,2024-03-05,29,14,1009,330,21,7353,1,0
4422,2897,1,2024-06-23,29,14,1100,597,3,7355,1,0
4423,2898,1,2025-03-01,29,24,1015,673,26,7356,1,0
4424,2898,1,2025-03-01,29,31,1015,733,36,7357,1,0
4425,2899,1,2024-01-13,29,14,1006,283,23,7358,1,0
4426,2901,1,2024-02-02,29,5,1009,239,39,7365,1,0
4427,2902,1,2024-03-13,29,6,1006,861,50,7368,1,0
4428,2902,1,2024-03-13,29,5,1006,141,34,7369,1,0
4429,2904,1,2024-03-07,29,21,1199,415,8,7371,1,0
4430,2905,1,2025-10-28,29,30,1052,683,18,7372,1,0
4431,2906,1,2024-03-14,29,23,1097,636,6,7375,1,0
4432,2908,1,2026-01-19,29,9,1051,135,26,7380,1,0
4433,2908,1,2026-01-19,29,15,1051,434,9,7381,1,0
4434,2909,1,2024-11-14,29,29,1161,242,37,7385,1,0
4435,2909,2,2024-11-14,29,19,1161,385,2,7387,1,0
4436,2910,1,2026-03-24,29,27,1121,229,4,7389,1,0
4437,2911,1,2024-02-15,29,5,1157,230,18,7390,1,0
4438,2912,1,2024-04-18,29,24,1024,948,14,7392,1,0
4439,2912,1,2024-04-18,29,4,1024,951,31,7393,1,0
4440,2912,1,2024-04-18,29,4,1024,743,36,7394,1,0
4441,2914,1,2024-10-26,29,20,1194,492,26,7396,1,0
4442,2914,1,2024-10-26,29,12,1194,863,6,7397,1,0
4443,2914,1,2024-10-26,29,16,1194,535,28,7398,1,0
4444,2915,1,2024-03-12,29,10,1167,526,39,7401,1,0
4445,2916,2,2026-04-12,29,7,1025,713,6,7402,1,0
4446,2917,1,2026-05-25,29,23,1004,124,23,7406,1,0
4447,2917,1,2026-05-25,29,22,1004,400,23,7407,1,0
4448,2918,1,2026-02-10,29,30,1158,491,12,7409,1,0
4449,2918,1,2026-02-10,29,8,1158,300,38,7410,1,0
4450,2919,1,2026-05-11,29,7,1057,757,7,7411,1,0
4451,2920,1,2024-03-15,29,30,1224,690,8,7413,1,0
4452,2920,1,2024-03-15,29,19,1224,839,16,7414,1,0
4453,2921,1,2024-01-01,29,27,1181,924,37,7416,1,0
4454,2921,1,2024-01-01,29,10,1181,243,48,7417,1,0
4455,2922,1,2024-08-05,29,23,1006,760,12,7419,1,0
4456,2923,1,2025-06-20,29,10,1041,171,10,7421,1,0
4457,2923,1,2025-06-20,29,24,1041,985,16,7423,1,0
4458,2923,1,2025-06-20,29,28,1041,950,46,7424,1,0
4459,2925,1,2026-01-04,29,9,1127,858,5,7427,1,0
4460,2926,1,2024-08-22,29,29,1015,245,41,7428,1,0
4461,2926,1,2024-08-22,29,5,1015,825,8,7430,1,0
4462,2927,1,2024-07-10,29,11,1144,900,33,7431,1,0
4463,2927,1,2024-07-10,29,10,1144,746,34,7432,1,0
4464,2927,1,2024-07-10,29,19,1144,753,36,7433,1,0
4465,2927,1,2024-07-10,29,7,1144,411,5,7434,1,0
4466,2929,1,2025-07-25,29,28,1035,739,47,7437,1,0
4467,2930,1,2024-12-20,29,24,1030,867,10,7438,1,0
4468,2931,1,2024-08-13,29,22,1034,960,29,7439,1,0
4469,2931,1,2024-08-13,29,1,1034,844,48,7441,1,0
4470,2932,1,2025-12-26,29,10,1028,550,50,7445,1,0
4471,2933,1,2024-10-27,29,22,1008,459,36,7446,1,0
4472,2933,1,2024-10-27,29,23,1008,187,45,7448,1,0
4473,2934,1,2026-04-21,29,24,1130,734,22,7450,1,0
4474,2934,1,2026-04-21,29,18,1130,232,37,7451,1,0
4475,2935,1,2025-10-05,29,16,1170,587,44,7452,1,0
4476,2935,1,2025-10-05,29,29,1170,433,30,7453,1,0
4477,2935,1,2025-10-05,29,10,1170,159,23,7455,1,0
4478,2936,1,2025-09-11,29,10,1013,306,12,7457,1,0
4479,2936,1,2025-09-11,29,4,1013,105,7,7458,1,0
4480,2937,1,2025-08-09,29,24,1038,440,49,7460,1,0
4481,2937,1,2025-08-09,29,26,1038,736,10,7462,1,0
4482,2938,1,2024-01-14,29,18,1227,963,33,7463,1,0
4483,2939,2,2025-02-26,29,8,1034,175,32,7466,1,0
4484,2940,1,2024-04-19,29,3,1004,356,42,7469,1,0
4485,2943,2,2025-03-16,29,30,1025,824,15,7474,1,0
4486,2943,1,2025-03-16,29,4,1025,731,46,7475,1,0
4487,2944,1,2024-06-21,29,16,1004,180,13,7476,1,0
4488,2945,1,2025-11-15,29,15,1034,741,48,7478,1,0
4489,2945,1,2025-11-15,29,7,1034,453,18,7479,1,0
4490,2946,1,2026-03-04,29,16,1051,301,13,7480,1,0
4491,2947,1,2024-10-04,29,20,1033,708,3,7481,1,0
4492,2948,1,2024-06-10,29,23,1226,865,29,7483,1,0
4493,2949,1,2024-08-02,29,18,1105,910,2,7486,1,0
4494,2950,1,2024-03-21,29,18,1032,338,41,7487,1,0
4495,2950,1,2024-03-21,29,2,1032,594,16,7488,1,0
4496,2951,1,2025-09-11,29,4,1044,583,8,7489,1,0
4497,2951,1,2025-09-11,29,26,1044,347,10,7490,1,0
4498,2952,2,2024-01-10,29,15,1035,697,1,7492,1,0
4499,2952,1,2024-01-10,29,5,1035,312,47,7493,1,0
4500,2952,1,2024-01-10,29,31,1035,345,37,7494,1,0
4501,2953,1,2025-02-21,29,28,1032,415,50,7495,1,0
4502,2954,1,2026-05-04,29,29,1011,546,32,7496,1,0
4503,2954,1,2026-05-04,29,4,1011,103,36,7497,1,0
4504,2955,1,2026-06-03,29,25,1141,658,41,7499,1,0
4505,2957,1,2025-10-04,29,22,1011,948,28,7501,1,0
4506,2957,1,2025-10-04,29,12,1011,798,22,7502,1,0
4507,2958,1,2024-08-31,29,6,1224,299,19,7504,1,0
4508,2958,1,2024-08-31,29,17,1224,627,43,7505,1,0
4509,2959,1,2025-05-06,29,20,1051,405,47,7506,1,0
4510,2961,1,2025-03-22,29,8,1013,656,6,7508,1,0
4511,2962,1,2026-01-03,29,29,1014,235,9,7509,1,0
4512,2962,1,2026-01-03,29,6,1014,364,30,7510,1,0
4513,2963,1,2026-05-24,29,10,1114,892,12,7511,1,0
4514,2964,1,2026-06-18,29,30,1218,678,45,7513,1,0
4515,2965,1,2024-10-06,29,22,1015,196,30,7514,1,0
4516,2965,1,2024-10-06,29,2,1015,743,32,7515,1,0
4517,2966,1,2025-08-11,29,31,1057,574,10,7516,1,0
4518,2966,1,2025-08-11,29,6,1057,957,46,7517,1,0
4519,2967,1,2025-10-05,29,24,1024,913,31,7520,1,0
4520,2967,1,2025-10-05,29,4,1024,205,36,7521,1,0
4521,2968,1,2024-02-01,29,23,1185,129,33,7522,1,0
4522,2968,1,2024-02-01,29,30,1185,809,49,7523,1,0
4523,2968,1,2024-02-01,29,7,1185,909,43,7524,1,0
4524,2969,1,2026-03-04,29,29,1011,194,1,7525,1,0
4525,2969,1,2026-03-04,29,8,1011,761,15,7526,1,0
4526,2969,1,2026-03-04,29,28,1011,462,24,7528,1,0
4527,2971,1,2024-07-20,29,20,1166,979,23,7531,1,0
4528,2971,1,2024-07-20,29,12,1166,180,32,7532,1,0
4529,2972,1,2025-11-15,29,14,1154,739,12,7533,1,0
4530,2973,1,2025-04-11,29,17,1130,221,16,7537,1,0
4531,2974,1,2024-08-16,29,13,1013,146,24,7540,1,0
4532,2975,1,2026-02-06,29,3,1157,687,12,7542,1,0
4533,2975,1,2026-02-06,29,29,1157,628,30,7543,1,0
4534,2975,1,2026-02-06,29,8,1157,574,10,7544,1,0
4535,2976,1,2026-02-08,29,9,1005,490,19,7545,1,0
4536,2977,1,2024-09-23,29,26,1126,905,26,7547,1,0
4537,2978,1,2024-07-13,29,31,1002,291,1,7549,1,0
4538,2979,2,2024-11-19,29,16,1174,873,14,7551,1,0
4539,2980,1,2026-03-11,29,26,1015,667,14,7552,1,0
4540,2981,1,2024-10-26,29,17,1031,905,13,7553,1,0
4541,2982,1,2026-06-11,29,26,1011,341,7,7555,1,0
